Product_ID,Product_Name,Dividend_Date,Shares_Held,Dividend_per_Share,Total_Payment
1045682,Verizon Communications Inc,2024-01-09,89302.0,0.665,59385.83
1045682,Verizon Communications Inc,2024-04-09,89302.0,0.665,59385.83
1045682,Verizon Communications Inc,2024-07-10,89302.0,0.665,59385.83
1045682,Verizon Communications Inc,2024-10-10,89302.0,0.678,60546.756
1045682,Verizon Communications Inc,2025-01-10,89302.0,0.678,60546.756
1045682,Verizon Communications Inc,2025-04-10,1292318.0,0.678,876191.604
1046238,Hewlett Packard Enterprise Co,2024-03-14,356383.0,0.13,46329.79
1046238,Hewlett Packard Enterprise Co,2024-06-18,356383.0,0.13,46329.79
1046238,Hewlett Packard Enterprise Co,2024-09-19,356383.0,0.13,46329.79
1046238,Hewlett Packard Enterprise Co,2024-12-20,356383.0,0.13,46329.79
1046238,Hewlett Packard Enterprise Co,2025-03-21,0.0,0.13,0.0
1045981,CH Robinson Worldwide Inc,2024-06-07,481017.0,0.61,293420.37
1045981,CH Robinson Worldwide Inc,2024-09-06,481017.0,0.62,298230.54
1045981,CH Robinson Worldwide Inc,2024-12-06,481017.0,0.62,298230.54
1045981,CH Robinson Worldwide Inc,2025-03-07,481017.0,0.62,298230.54
1045726,Duke Energy Corp,2024-08-16,54177.0,1.045,56614.965
1045726,Duke Energy Corp,2024-11-15,54177.0,1.045,56614.965
1045726,Duke Energy Corp,2025-02-14,54177.0,1.045,56614.965
1045726,Duke Energy Corp,2025-05-16,574153.0,1.045,599989.885
1009093,Alphabet Inc,2024-06-10,344953.0,0.2,68990.6
1009093,Alphabet Inc,2024-09-09,344953.0,0.2,68990.6
1009093,Alphabet Inc,2024-12-09,344953.0,0.2,68990.6
1009093,Alphabet Inc,2025-03-10,0.0,0.2,0.0
1009085,AT&T Inc,2024-07-10,440198.0,0.278,122375.04400000001
1009085,AT&T Inc,2024-10-10,440198.0,0.278,122375.04400000001
1009085,AT&T Inc,2025-01-10,440198.0,0.278,122375.04400000001
1009085,AT&T Inc,2025-04-10,1941611.0,0.278,539767.858
1045655,salesforce.com Inc,2025-04-10,143434.0,0.416,59668.543999999994
1009101,Cisco Systems Inc,2025-04-03,932319.0,0.41,382250.79
1045683,Chevron Corp,2025-05-19,286867.0,1.71,490542.57
1045839,Discover Financial Services,2025-05-23,286867.0,0.7,200806.9
1045807,Dollar General Corp,2025-04-08,573735.0,0.59,338503.64999999997
1045931,Expedia Inc,2025-05-29,286867.0,0.4,114746.8
1045715,Goldman Sachs Group Inc/The,2025-05-30,71717.0,3.0,215151.0
1045666,Intel Corp,2024-02-06,89286.0,0.125,11160.75
1045666,Intel Corp,2024-05-06,0.0,0.125,0.0
1045666,Intel Corp,2024-08-07,0.0,0.125,0.0
1045796,Intuit Inc,2025-04-10,71717.0,1.04,74585.68000000001
1009096,JPMorgan Chase & Co,2025-04-04,143434.0,1.4,200807.59999999998
1012342,"Meta Platforms, Inc.",2024-02-21,97197.0,0.5,48598.5
1012342,"Meta Platforms, Inc.",2024-06-14,0.0,0.5,0.0
1012342,"Meta Platforms, Inc.",2024-09-16,0.0,0.5,0.0
1012342,"Meta Platforms, Inc.",2024-12-16,0.0,0.5,0.0
1012342,"Meta Platforms, Inc.",2025-03-14,0.0,0.525,0.0
1045747,Morgan Stanley,2025-04-30,358584.0,0.925,331690.2
1045966,Newell Brands Inc,2025-05-30,6787091.0,0.07,475096.37000000005
1046104,Pitney Bowes Inc.,2025-05-19,5163614.0,0.07,361452.98000000004
1045813,Synchrony Financial,2025-05-05,860602.0,0.3,258180.59999999998
1045732,Target Corp,2025-05-14,430301.0,1.12,481937.12000000005
1046032,VeriSign Inc,2025-05-19,215151.0,0.77,165666.27
1009238,Wells Fargo & Co,2025-05-09,645452.0,0.4,258180.80000000002
1045725,Thermo Fisher Scientific Inc,2024-03-14,95261.0,0.39,37151.79
1045725,Thermo Fisher Scientific Inc,2024-06-14,95261.0,0.39,37151.79
1045725,Thermo Fisher Scientific Inc,2024-09-13,95261.0,0.39,37151.79
1045725,Thermo Fisher Scientific Inc,2024-12-13,95261.0,0.39,37151.79
1045725,Thermo Fisher Scientific Inc,2025-03-14,0.0,0.43,0.0
1046141,HYUNDAI MOTOR,2024-03-28,0.0,900.0,0.0
1046141,HYUNDAI MOTOR,2024-06-27,279.0,900.0,251100.0
1046141,HYUNDAI MOTOR,2024-09-27,279.0,900.0,251100.0
1046141,HYUNDAI MOTOR,2025-02-27,279.0,900.0,251100.0
1046141,HYUNDAI MOTOR,2025-03-28,7.0,900.0,6300.0
