Date,Product_ID,Portfolio_ID,Transaction_Type,Units,Cumulative_Quantity
2025-03-21,1046166,4377,BUY,17.0,17.0
2017-07-31,1046169,4378,BUY,12228.0,12228.0
2017-11-17,1046169,4378,BUY,11838.0,24066.0
2017-11-17,1046169,4378,BUY,10470.0,34536.0
2018-01-02,1046169,4378,SELL,12228.0,22308.0
2023-03-31,1046169,4378,SELL,22308.0,0.0
2020-10-15,1046173,4227,BUY,1825.0,1825.0
2021-09-01,1046173,4227,SELL,1825.0,0.0
2022-08-16,1046173,4227,BUY,1732.0,1732.0
2025-03-21,1046173,4227,BUY,4744.0,6476.0
2025-03-21,1046173,4377,BUY,16.0,16.0
2025-01-20,1046174,4375,BUY,2000.0,2000.0
2025-01-20,1046174,4378,BUY,3202782.0,3202782.0
2025-01-20,1046174,4381,BUY,1326760.0,1326760.0
2020-01-02,1046179,4378,BUY,521120.0,521120.0
2020-05-15,1046179,4378,SELL,521120.0,0.0
2023-04-01,1046180,4378,BUY,2109693.0,2109693.0
2025-01-20,1046180,4378,SELL,2109693.0,0.0
2023-04-01,1046180,4381,BUY,860567.0,860567.0
2025-01-20,1046180,4381,SELL,860567.0,0.0
2025-01-20,1046182,4375,BUY,2000.0,2000.0
2017-02-28,1046182,4378,BUY,806962.0,806962.0
2023-03-31,1046182,4378,SELL,806962.0,0.0
2025-01-20,1046182,4378,BUY,3202782.0,3202782.0
2025-01-20,1046182,4381,BUY,1326760.0,1326760.0
2021-02-15,1046183,4227,BUY,381.0,381.0
2021-04-30,1046183,4227,SELL,381.0,0.0
2021-07-27,1046184,4378,BUY,342664.0,342664.0
2021-12-31,1046184,4378,BUY,63294.0,405958.0
2022-03-01,1046184,4378,SELL,342664.0,63294.0
2022-06-30,1046184,4378,SELL,63294.0,0.0
2025-03-21,1046186,4227,BUY,4039.0,4039.0
2025-03-21,1046186,4377,BUY,10.0,10.0
2018-12-03,1046187,4378,BUY,2458495.0,2458495.0
2019-11-01,1046187,4378,SELL,2458495.0,0.0
2021-02-01,1046188,4227,BUY,252.0,252.0
2021-12-01,1046188,4227,SELL,252.0,0.0
2025-03-21,1046188,4227,BUY,2020.0,2020.0
2025-05-12,1046188,4227,SELL,5.0,2015.0
2025-05-23,1046188,4227,SELL,2018.0,0.0
2025-03-21,1046188,4377,BUY,4.0,4.0
2025-03-24,1046188,4377,BUY,1.0,5.0
2025-05-07,1046188,4377,SELL,5.0,0.0
2018-04-16,1046192,4378,BUY,1907558.0,1907558.0
2021-11-15,1046192,4378,SELL,1907558.0,0.0
2017-12-01,1046193,4378,BUY,585939.0,585939.0
2018-12-03,1046193,4378,SELL,585939.0,0.0
2020-03-31,1046195,4227,BUY,552.0,552.0
2022-02-14,1046195,4227,SELL,552.0,0.0
2025-03-21,1046195,4227,BUY,5655.0,5655.0
2025-03-21,1046195,4377,BUY,14.0,14.0
2017-02-28,1046198,4378,BUY,187903.0,187903.0
2017-05-02,1046198,4378,SELL,187903.0,0.0
2025-01-20,1046201,4375,BUY,500.0,500.0
2020-01-02,1046201,4378,BUY,232645.0,232645.0
2023-04-01,1046201,4378,BUY,337688.0,570333.0
2025-01-20,1046201,4378,BUY,236450.0,806783.0
2023-04-01,1046201,4381,BUY,232645.0,232645.0
2025-01-20,1046201,4381,BUY,101528.0,334173.0
2023-04-01,1046201,4385,BUY,232645.0,232645.0
2025-01-20,1046201,4385,BUY,101528.0,334173.0
2022-06-30,1046202,4378,BUY,2871536.0,2871536.0
2022-12-26,1046202,4378,SELL,2871536.0,0.0
2025-01-20,1046204,4375,BUY,1000.0,1000.0
2018-08-01,1046204,4378,BUY,1432901.0,1432901.0
2023-03-31,1046204,4378,SELL,1432901.0,0.0
2025-01-20,1046204,4378,BUY,1601391.0,1601391.0
2025-01-20,1046204,4381,BUY,663380.0,663380.0
2025-01-20,1046204,4385,BUY,663380.0,663380.0
2025-01-20,1046208,4375,BUY,500.0,500.0
2025-01-20,1046208,4378,BUY,800695.0,800695.0
2025-01-20,1046208,4381,BUY,331690.0,331690.0
2025-01-20,1046208,4385,BUY,331690.0,331690.0
2021-09-30,1046214,4227,BUY,1319.0,1319.0
2025-03-21,1046214,4227,SELL,1319.0,0.0
2020-03-31,1046216,4227,BUY,742.0,742.0
2020-05-29,1046216,4227,BUY,1017.0,1759.0
2021-02-01,1046216,4227,SELL,742.0,1017.0
2021-02-01,1046216,4227,SELL,1017.0,0.0
2025-03-21,1046216,4227,BUY,3635.0,3635.0
2025-03-21,1046216,4377,BUY,9.0,9.0
2020-03-31,1046217,4227,BUY,2645.0,2645.0
2020-10-15,1046217,4227,SELL,2645.0,0.0
2017-02-28,1046229,4378,BUY,4846156.0,4846156.0
2017-12-01,1046229,4378,SELL,4846156.0,0.0
2018-02-28,1046229,4378,BUY,4889226.0,4889226.0
2018-11-01,1046229,4378,SELL,4889226.0,0.0
2021-04-30,1046229,4378,BUY,2502236.0,2502236.0
2023-04-01,1046229,4378,BUY,3632035.0,6134271.0
2025-01-20,1046229,4378,SELL,6134271.0,0.0
2023-04-01,1046229,4381,BUY,2502236.0,2502236.0
2025-01-20,1046229,4381,SELL,2502236.0,0.0
2023-04-01,1046229,4385,BUY,2502236.0,2502236.0
2025-01-20,1046229,4385,SELL,2502236.0,0.0
2025-03-21,1046231,4227,BUY,9291.0,9291.0
2025-03-21,1046231,4377,BUY,23.0,23.0
2020-03-31,1046234,4227,BUY,1151.0,1151.0
2021-05-17,1046234,4227,SELL,1151.0,0.0
2021-11-01,1046234,4227,BUY,1585.0,1585.0
2021-11-15,1046234,4227,BUY,1302.0,2887.0
2025-03-21,1046234,4227,SELL,2887.0,0.0
2025-03-26,1046238,4376,BUY,38.0,38.0
2021-06-30,1046238,4379,BUY,356383.0,356383.0
2025-01-21,1046238,4379,SELL,356383.0,0.0
2021-06-29,1046238,4383,BUY,356383.0,356383.0
2025-03-26,1046238,4383,BUY,2368210.0,2724593.0
2024-05-01,1046239,4378,BUY,251809.0,251809.0
2025-01-20,1046239,4378,SELL,251809.0,0.0
2024-05-01,1046239,4381,BUY,102613.0,102613.0
2025-01-20,1046239,4381,SELL,102613.0,0.0
2024-05-01,1046239,4385,BUY,102613.0,102613.0
2025-01-20,1046239,4385,SELL,102613.0,0.0
2019-04-01,1046240,4378,BUY,696052.0,696052.0
2020-08-31,1046240,4378,SELL,696052.0,0.0
2017-02-28,1046241,4378,BUY,1496641.0,1496641.0
2020-04-01,1046241,4378,SELL,1496641.0,0.0
2022-08-15,1046241,4378,BUY,7819184.0,7819184.0
2022-12-26,1046241,4378,SELL,7819184.0,0.0
2018-05-02,1046244,4378,BUY,243419.0,243419.0
2021-06-15,1046244,4378,SELL,243419.0,0.0
2025-05-23,1046248,4375,BUY,300.0,300.0
2025-05-23,1046248,4375,BUY,174.0,474.0
2025-05-23,1046248,4375,BUY,126.0,600.0
2025-05-23,1046248,4381,BUY,183880.0,183880.0
2025-05-23,1046248,4381,BUY,106650.0,290530.0
2025-05-23,1046248,4381,BUY,77230.0,367760.0
2025-05-23,1046248,4385,BUY,113507.0,113507.0
2025-05-23,1046248,4385,BUY,65834.0,179341.0
2025-05-23,1046248,4385,BUY,47673.0,227014.0
2020-03-31,1046250,4227,BUY,1913.0,1913.0
2020-08-31,1046250,4227,SELL,1913.0,0.0
2021-09-16,1046250,4227,BUY,2063.0,2063.0
2025-03-21,1046250,4227,SELL,2063.0,0.0
2020-03-31,1046251,4227,BUY,818.0,818.0
2021-04-30,1046251,4227,SELL,818.0,0.0
2017-12-15,1046254,4378,BUY,984857.0,984857.0
2020-01-16,1046254,4378,SELL,984857.0,0.0
2021-02-15,1046257,4227,BUY,4455.0,4455.0
2021-04-30,1046257,4227,BUY,655.0,5110.0
2024-05-01,1046257,4227,SELL,4455.0,655.0
2025-03-21,1046257,4227,BUY,7420.0,8075.0
2025-03-21,1046257,4377,BUY,19.0,19.0
2025-03-24,1046257,4377,BUY,1.0,20.0
2019-02-18,1046260,4378,BUY,3904142.0,3904142.0
2019-08-12,1046260,4378,SELL,3904142.0,0.0
2019-08-12,1046260,4378,BUY,3946183.42,3946183.42
2017-02-28,1046261,4378,BUY,987494.0,987494.0
2017-05-02,1046261,4378,SELL,987494.0,0.0
2020-03-31,1046267,4227,BUY,4547.0,4547.0
2021-11-01,1046267,4227,SELL,4547.0,0.0
2022-09-29,1046267,4227,BUY,61777.0,61777.0
2025-03-21,1046267,4227,BUY,8508.0,70285.0
2025-03-21,1046267,4377,BUY,174.0,174.0
2025-01-22,1046269,4375,BUY,3000.0,3000.0
2017-02-28,1046269,4378,BUY,5597677.0,5597677.0
2019-11-01,1046269,4378,BUY,6031744.0,11629421.0
2019-12-02,1046269,4378,BUY,5988498.0,17617919.0
2020-08-31,1046269,4378,SELL,6031744.0,11586175.0
2020-08-31,1046269,4378,SELL,5988498.0,5597677.0
2021-04-30,1046269,4378,BUY,1237143.0,6834820.0
2021-11-01,1046269,4378,BUY,2676614.0,9511434.0
2023-03-31,1046269,4378,SELL,2949673.0,6561761.0
2024-05-01,1046269,4378,SELL,6561761.0,0.0
2024-06-03,1046269,4378,BUY,9680525.0,9680525.0
2025-01-20,1046269,4378,SELL,7194416.0,2486109.0
2023-04-01,1046269,4381,BUY,2676614.0,2676614.0
2024-03-05,1046269,4381,SELL,49346283.0,0.0
2024-03-05,1046269,4381,BUY,3944839.524,3944839.524
2024-05-01,1046269,4381,SELL,2676614.0,1268225.5240000002
2024-06-03,1046269,4381,BUY,49346283.0,50614508.524000004
2025-01-20,1046269,4381,SELL,3105137.0,47509371.524000004
2017-04-14,1046272,4378,BUY,223029.0,223029.0
2023-03-31,1046272,4378,SELL,223029.0,0.0
2021-02-01,1046275,4227,BUY,3632.0,3632.0
2021-05-17,1046275,4227,SELL,3632.0,0.0
2025-03-21,1046275,4227,BUY,4847.0,4847.0
2025-03-21,1046275,4377,BUY,12.0,12.0
2020-04-01,1046277,4378,BUY,1111767.0,1111767.0
2020-08-31,1046277,4378,SELL,1111767.0,0.0
2022-03-01,1046277,4378,BUY,3172330.0,3172330.0
2022-08-15,1046277,4378,SELL,3172330.0,0.0
2025-05-23,1046285,4375,BUY,6000.0,6000.0
2018-11-01,1046285,4378,BUY,5818798.0,5818798.0
2023-03-31,1046285,4378,SELL,5818798.0,0.0
2025-05-23,1046285,4381,BUY,3677601.0,3677601.0
2025-05-23,1046285,4385,BUY,2270146.13,2270146.13
2017-05-31,1046304,4378,BUY,899526.0,899526.0
2023-03-31,1046304,4378,SELL,899526.0,0.0
2020-03-31,1046309,4227,BUY,145.0,145.0
2020-12-15,1046309,4227,SELL,145.0,0.0
2020-03-31,1046310,4227,BUY,288.0,288.0
2021-04-01,1046310,4227,SELL,288.0,0.0
2025-03-21,1046310,4227,BUY,10502.0,10502.0
2025-03-21,1046310,4377,BUY,26.0,26.0
2025-01-20,1046312,4375,BUY,2000.0,2000.0
2025-01-20,1046312,4378,BUY,3202782.0,3202782.0
2025-01-20,1046312,4381,BUY,1326760.0,1326760.0
2025-01-20,1046312,4385,BUY,1326760.0,1326760.0
2018-02-28,1046315,4378,BUY,22925.0,22925.0
2020-04-30,1046315,4378,SELL,22925.0,0.0
2025-03-21,1046318,4227,BUY,37566.0,37566.0
2025-03-24,1046318,4377,BUY,93.0,93.0
2020-03-31,1046319,4227,BUY,3061.0,3061.0
2020-05-29,1046319,4227,SELL,3061.0,0.0
2021-02-01,1046319,4227,BUY,2186.0,2186.0
2025-03-21,1046319,4227,BUY,5844.0,8030.0
2025-03-21,1046319,4377,BUY,42.0,42.0
2021-04-15,1046319,189191,SELL,2186.0,0.0
2021-04-15,1046319,189191,BUY,10930.0,10930.0
2017-05-31,1046326,4378,BUY,1777910.0,1777910.0
2023-03-31,1046326,4378,SELL,1777910.0,0.0
2017-05-15,1046333,4378,BUY,816055.0,816055.0
2018-11-01,1046333,4378,SELL,816055.0,0.0
2017-02-28,1046334,4378,BUY,288013.0,288013.0
2018-02-28,1046334,4378,SELL,288013.0,0.0
2018-11-01,1046334,4378,BUY,587163.0,587163.0
2019-01-15,1046334,4378,SELL,587163.0,0.0
2019-11-01,1046334,4378,BUY,812749.0,812749.0
2023-04-01,1046334,4378,BUY,1179718.0,1992467.0
2024-05-01,1046334,4378,SELL,1992467.0,0.0
2023-04-01,1046334,4381,BUY,812749.0,812749.0
2024-05-01,1046334,4381,SELL,812749.0,0.0
2023-04-01,1046334,4385,BUY,812749.0,812749.0
2024-05-01,1046334,4385,SELL,812749.0,0.0
2020-03-31,1046370,4227,BUY,1703.0,1703.0
2021-02-15,1046370,4227,SELL,1703.0,0.0
2021-06-30,1046370,4227,BUY,2325.0,2325.0
2025-03-21,1046370,4227,SELL,2325.0,0.0
2020-08-31,1046373,4378,BUY,363703.0,363703.0
2020-08-31,1046373,4378,BUY,349953.0,713656.0
2021-04-30,1046373,4378,SELL,363703.0,349953.0
2022-02-14,1046373,4378,SELL,349953.0,0.0
2021-08-13,1046378,4227,BUY,13313.0,13313.0
2021-11-01,1046378,4227,BUY,13846.0,27159.0
2024-07-15,1046378,4227,SELL,13313.0,13846.0
2025-03-21,1046378,4227,BUY,165869.0,179715.0
2025-03-21,1046378,4377,BUY,50.0,50.0
2025-03-24,1046378,4377,BUY,395.0,445.0
2025-01-20,1046381,4375,BUY,5000.0,5000.0
2017-02-28,1046381,4378,BUY,8010312.0,8010312.0
2023-03-31,1046381,4378,SELL,8010312.0,0.0
2025-01-20,1046381,4378,BUY,8006954.0,8006954.0
2025-01-20,1046381,4381,BUY,3316900.0,3316900.0
2020-03-31,1046388,4227,BUY,630.0,630.0
2021-04-01,1046388,4227,SELL,630.0,0.0
2025-03-21,1046388,4227,BUY,11310.0,11310.0
2025-03-21,1046388,4377,BUY,28.0,28.0
2018-01-02,1046394,4378,BUY,2206740.0,2206740.0
2018-01-02,1046394,4378,BUY,3966133.0,6172873.0
2018-05-02,1046394,4378,BUY,4101649.0,10274522.0
2023-03-31,1046394,4378,SELL,10274522.0,0.0
2017-02-28,1046397,4378,BUY,1139754.0,1139754.0
2023-03-31,1046397,4378,SELL,1139754.0,0.0
2024-05-01,1046398,4378,BUY,11837460.0,11837460.0
2025-01-20,1046398,4378,SELL,11837460.0,0.0
2024-05-01,1046398,4381,SELL,68379382.0,0.0
2024-05-01,1046398,4381,BUY,4823796.482,4823796.482
2024-05-01,1046398,4381,BUY,68379382.0,73203178.482
2025-01-20,1046398,4381,SELL,4823796.0,68379382.482
2024-05-01,1046398,4385,BUY,68379382.0,68379382.0
2024-05-01,1046398,4385,SELL,68379382.0,0.0
2024-05-01,1046398,4385,BUY,4823796.0,4823796.0
2025-01-20,1046398,4385,SELL,4823796.0,0.0
2020-10-05,1046409,4227,BUY,3454.0,3454.0
2024-05-02,1046409,4227,SELL,3454.0,0.0
2020-07-01,1046411,4227,BUY,1017.0,1017.0
2021-06-30,1046411,4227,SELL,1017.0,0.0
2017-02-28,1046415,4378,BUY,256765.0,256765.0
2017-05-31,1046415,4378,SELL,256765.0,0.0
2018-02-28,1046419,4378,SELL,342282.0,0.0
2025-02-20,1046419,4378,BUY,342282.0,342282.0
2025-01-20,1046439,4375,BUY,1000.0,1000.0
2017-02-28,1046439,4378,BUY,869692.0,869692.0
2018-11-01,1046439,4378,SELL,869692.0,0.0
2025-01-20,1046439,4378,BUY,1601391.0,1601391.0
2025-01-20,1046439,4381,BUY,663380.0,663380.0
2017-05-15,1046444,4378,BUY,367594.0,367594.0
2017-06-23,1046444,4378,SELL,367594.0,0.0
2017-06-23,1046444,4378,BUY,735188.0,735188.0
2017-10-16,1046444,4378,SELL,735188.0,0.0
2020-01-02,1046444,4378,BUY,550274.0,550274.0
2021-02-15,1046444,4378,SELL,550274.0,0.0
2017-02-28,1046453,4378,BUY,1592147.0,1592147.0
2017-04-14,1046453,4378,SELL,1592147.0,0.0
2019-12-02,1046453,4378,BUY,2986340.0,2986340.0
2020-07-15,1046453,4378,SELL,2986340.0,0.0
2021-07-16,1046453,4378,BUY,2738713.0,2738713.0
2022-01-28,1046453,4378,SELL,2738713.0,0.0
2020-03-31,1046454,4227,BUY,1671.0,1671.0
2020-07-01,1046454,4227,SELL,1671.0,0.0
2025-01-20,1046460,4375,BUY,4000.0,4000.0
2017-10-16,1046460,4378,BUY,1260350.0,1260350.0
2017-12-01,1046460,4378,SELL,1260350.0,0.0
2025-01-20,1046460,4378,BUY,6405564.0,6405564.0
2025-01-20,1046460,4381,BUY,2653520.0,2653520.0
2025-01-20,1046460,4385,BUY,2653520.0,2653520.0
2021-04-01,1046467,4227,BUY,1573.0,1573.0
2021-11-15,1046467,4227,SELL,1573.0,0.0
2022-02-14,1046467,4227,BUY,1550.0,1550.0
2022-04-29,1046467,4227,SELL,1550.0,0.0
2025-03-21,1046467,4227,BUY,31911.0,31911.0
2025-03-24,1046467,4377,BUY,79.0,79.0
2019-03-01,1046468,4378,BUY,1469641.0,1469641.0
2020-01-02,1046468,4378,SELL,1469641.0,0.0
2018-08-01,1046470,4378,BUY,2257351.0,2257351.0
2019-03-01,1046470,4378,SELL,2257351.0,0.0
2020-10-30,1046474,4227,BUY,1378.0,1378.0
2024-02-01,1046474,4227,SELL,1378.0,0.0
2017-05-15,1046477,4378,BUY,1370437.0,1370437.0
2017-10-02,1046477,4378,SELL,1370437.0,0.0
2018-11-01,1046479,4378,BUY,2969551.0,2969551.0
2019-10-15,1046479,4378,SELL,2969551.0,0.0
2020-07-01,1046479,4378,BUY,1496145.0,1496145.0
2020-07-01,1046479,4378,BUY,2027338.0,3523483.0
2021-04-30,1046479,4378,SELL,2027338.0,1496145.0
2021-06-15,1046479,4378,SELL,1496145.0,0.0
2021-02-15,1046480,4227,BUY,5801.0,5801.0
2024-06-03,1046480,4227,SELL,5801.0,0.0
2025-01-20,1046481,4375,BUY,600.0,600.0
2017-02-28,1046481,4378,BUY,1276362.0,1276362.0
2017-03-31,1046481,4378,SELL,1276362.0,0.0
2020-04-30,1046481,4378,BUY,341290.0,341290.0
2023-03-31,1046481,4378,SELL,341290.0,0.0
2025-01-20,1046481,4378,BUY,960835.0,960835.0
2025-01-20,1046481,4381,BUY,398028.0,398028.0
2025-01-20,1046481,4385,BUY,398028.0,398028.0
2017-12-15,1046492,4378,BUY,1670038.0,1670038.0
2020-07-15,1046492,4378,BUY,888883.0,2558921.0
2021-07-16,1046492,4378,SELL,888883.0,1670038.0
2023-03-31,1046492,4378,SELL,1670038.0,0.0
2021-07-16,1046500,4378,BUY,10680837.0,10680837.0
2023-04-01,1046500,4378,BUY,15503401.0,26184238.0
2025-01-20,1046500,4378,SELL,26184238.0,0.0
2023-04-01,1046500,4381,BUY,10680837.0,10680837.0
2025-01-20,1046500,4381,SELL,10680837.0,0.0
2021-07-16,1046503,4378,BUY,620866.0,620866.0
2021-09-01,1046503,4378,SELL,620866.0,0.0
2022-02-14,1046503,4378,BUY,1890547.0,1890547.0
2022-06-30,1046503,4378,SELL,1890547.0,0.0
2023-12-01,1046503,4378,BUY,20399382.0,20399382.0
2024-01-15,1046503,4378,SELL,20399382.0,0.0
2024-05-01,1046503,4378,BUY,3941123.0,3941123.0
2024-07-01,1046503,4378,SELL,3941123.0,0.0
2023-12-01,1046503,4381,BUY,8312802.0,8312802.0
2024-01-15,1046503,4381,SELL,8312802.0,0.0
2024-05-01,1046503,4381,BUY,1606018.0,1606018.0
2024-07-01,1046503,4381,SELL,1606018.0,0.0
2020-03-31,1046512,4227,BUY,3248.0,3248.0
2021-11-01,1046512,4227,SELL,3248.0,0.0
2022-02-14,1046515,4227,BUY,21703.0,21703.0
2025-03-21,1046515,4227,SELL,21703.0,0.0
2025-01-20,1046519,4375,BUY,8000.0,8000.0
2025-01-20,1046519,4378,BUY,12811127.0,12811127.0
2025-01-20,1046519,4381,BUY,5307040.0,5307040.0
2025-01-20,1046519,4385,BUY,5307040.0,5307040.0
2021-04-01,1046520,4227,BUY,2820.0,2820.0
2025-03-21,1046520,4227,SELL,2820.0,0.0
2021-02-01,1046524,4227,BUY,4696.0,4696.0
2021-12-01,1046524,4227,SELL,4696.0,0.0
2022-01-28,1046525,4378,BUY,11339092.0,11339092.0
2023-04-01,1046525,4378,BUY,16458869.0,27797961.0
2025-01-20,1046525,4378,SELL,27797961.0,0.0
2023-04-01,1046525,4381,BUY,11339092.0,11339092.0
2025-01-20,1046525,4381,SELL,11339092.0,0.0
2023-04-01,1046525,4385,BUY,11339092.0,11339092.0
2025-01-20,1046525,4385,SELL,11339092.0,0.0
2025-01-20,1046526,4375,BUY,2000.0,2000.0
2020-08-31,1046526,4378,BUY,1758575.0,1758575.0
2021-02-01,1046526,4378,SELL,1758575.0,0.0
2025-01-20,1046526,4378,BUY,3202782.0,3202782.0
2025-01-20,1046526,4381,BUY,1326760.0,1326760.0
2025-01-20,1046526,4385,BUY,1326760.0,1326760.0
2024-02-01,1046538,4227,BUY,3659.0,3659.0
2025-03-21,1046538,4227,SELL,3659.0,0.0
2020-03-31,1046540,4227,BUY,776.0,776.0
2020-10-05,1046540,4227,SELL,776.0,0.0
2021-02-15,1046548,4378,BUY,1836868.0,1836868.0
2023-04-01,1046548,4378,BUY,2770255.0,4607123.0
2025-01-20,1046548,4378,SELL,4607123.0,0.0
2023-04-01,1046548,4381,BUY,1836868.0,1836868.0
2025-01-20,1046548,4381,SELL,1836868.0,0.0
2023-04-01,1046548,4385,BUY,1836868.0,1836868.0
2025-01-20,1046548,4385,SELL,1836868.0,0.0
2025-01-20,1046552,4375,BUY,400.0,400.0
2017-05-02,1046552,4378,BUY,1437970.0,1437970.0
2017-05-02,1046552,4378,BUY,1050286.0,2488256.0
2017-09-01,1046552,4378,SELL,1437970.0,1050286.0
2017-09-01,1046552,4378,SELL,1050286.0,0.0
2019-03-01,1046552,4378,BUY,1487291.0,1487291.0
2021-04-01,1046552,4378,SELL,1487291.0,0.0
2022-06-30,1046552,4378,BUY,616309.0,616309.0
2023-04-01,1046552,4378,BUY,894582.0,1510891.0
2025-01-20,1046552,4378,SELL,316770.0,1194121.0
2023-04-01,1046552,4381,BUY,616309.0,616309.0
2025-01-20,1046552,4381,SELL,125152.0,491157.0
2023-04-01,1046552,4385,BUY,616309.0,616309.0
2025-01-20,1046552,4385,SELL,125152.0,491157.0
2020-03-31,1046569,4227,BUY,100648.0,100648.0
2021-04-30,1046569,4227,SELL,100648.0,0.0
2025-01-22,1046572,4375,BUY,2000.0,2000.0
2025-05-23,1046572,4375,SELL,2000.0,0.0
2017-02-28,1046572,4378,BUY,1057086.0,1057086.0
2017-11-01,1046572,4378,BUY,853920.0,1911006.0
2018-09-17,1046572,4378,SELL,853920.0,1057086.0
2021-02-01,1046572,4378,SELL,1057086.0,0.0
2021-04-30,1046572,4378,BUY,2106860.0,2106860.0
2021-07-16,1046572,4378,SELL,2106860.0,0.0
2025-01-20,1046572,4378,BUY,3202782.0,3202782.0
2025-01-20,1046572,4381,BUY,1326760.0,1326760.0
2025-05-23,1046572,4381,SELL,1225867.0,100893.0
2025-05-23,1046572,4385,SELL,756715.0,0.0
2025-03-21,1046583,4227,BUY,168037.0,168037.0
2025-03-21,1046583,4377,BUY,416.0,416.0
2021-11-15,1046594,4378,BUY,11926530.0,11926530.0
2022-12-26,1046594,4378,SELL,11926530.0,0.0
2021-06-29,1046595,4383,BUY,35159.0,35159.0
2024-05-02,1046595,4383,SELL,35159.0,0.0
2017-02-28,1046601,4378,BUY,1440061.0,1440061.0
2017-06-16,1046601,4378,BUY,1628280.0,3068341.0
2017-11-17,1046601,4378,SELL,1440061.0,1628280.0
2023-03-31,1046601,4378,SELL,1628280.0,0.0
2021-11-01,1046602,4227,BUY,1414.0,1414.0
2025-03-21,1046602,4227,BUY,21613.0,23027.0
2025-03-21,1046602,4377,BUY,57.0,57.0
2017-02-28,1046605,4378,BUY,128028.0,128028.0
2017-05-15,1046605,4378,SELL,128028.0,0.0
2018-07-02,1046606,4378,BUY,1046394.0,1046394.0
2020-08-31,1046606,4378,BUY,1181407.0,2227801.0
2022-12-26,1046606,4378,SELL,1046394.0,1181407.0
2022-12-27,1046606,4378,SELL,1181407.0,0.0
2017-02-28,1046609,4378,BUY,1660351.0,1660351.0
2017-06-16,1046609,4378,SELL,1660351.0,0.0
2020-03-31,1046614,4227,BUY,1031.0,1031.0
2021-02-01,1046614,4227,SELL,1031.0,0.0
2021-12-01,1046614,4227,BUY,598.0,598.0
2025-03-21,1046614,4227,SELL,598.0,0.0
2020-01-16,1046617,4378,BUY,923116.0,923116.0
2020-07-15,1046617,4378,SELL,923116.0,0.0
2025-01-20,1046618,4375,BUY,18000.0,18000.0
2024-05-01,1046618,4378,BUY,3297527.0,3297527.0
2025-01-20,1046618,4378,SELL,337978.0,2959549.0
2024-05-01,1046618,4381,BUY,1343751.0,1343751.0
2025-01-20,1046618,4381,SELL,118271.0,1225480.0
2024-05-01,1046618,4385,BUY,1343751.0,1343751.0
2025-01-20,1046618,4385,SELL,118271.0,1225480.0
2020-03-31,1046620,4227,BUY,188.0,188.0
2021-02-15,1046620,4227,SELL,188.0,0.0
2017-12-01,1046626,4378,BUY,1490171.0,1490171.0
2018-08-01,1046626,4378,SELL,1490171.0,0.0
2020-03-31,1046627,4227,BUY,1515.0,1515.0
2021-11-15,1046627,4227,SELL,1515.0,0.0
2020-03-31,1046629,4227,BUY,481.0,481.0
2021-08-13,1046629,4227,SELL,481.0,0.0
2017-09-01,1046631,4378,BUY,1858043.0,1858043.0
2018-04-16,1046631,4378,SELL,1858043.0,0.0
2020-03-31,1046632,4227,BUY,553.0,553.0
2020-11-30,1046632,4227,SELL,553.0,0.0
2021-08-13,1046632,4227,BUY,909.0,909.0
2025-03-21,1046632,4227,SELL,909.0,0.0
2025-01-20,1046633,4375,BUY,700.0,700.0
2017-02-28,1046633,4378,BUY,4439763.0,4439763.0
2023-03-31,1046633,4378,SELL,4439763.0,0.0
2025-01-20,1046633,4378,BUY,1120974.0,1120974.0
2025-01-20,1046633,4381,BUY,464366.0,464366.0
2017-02-28,1046637,4378,BUY,334401.0,334401.0
2017-12-01,1046637,4378,SELL,334401.0,0.0
2021-12-31,1046638,4378,BUY,3223338.0,3223338.0
2023-03-31,1046638,4378,SELL,3223338.0,0.0
2023-04-01,1046638,4378,BUY,7902063.0,7902063.0
2025-01-20,1046638,4378,SELL,7902063.0,0.0
2023-04-01,1046638,4381,BUY,3223338.0,3223338.0
2025-01-20,1046638,4381,SELL,3223338.0,0.0
2023-04-01,1046638,4385,BUY,3223338.0,3223338.0
2025-01-20,1046638,4385,SELL,3223338.0,0.0
2017-04-14,1046639,4378,BUY,2638831.0,2638831.0
2017-05-31,1046639,4378,SELL,2638831.0,0.0
2019-04-01,1046639,4378,BUY,2041566.0,2041566.0
2019-09-02,1046639,4378,SELL,2041566.0,0.0
2025-03-21,1046644,4227,BUY,13330.0,13330.0
2025-03-21,1046644,4377,BUY,33.0,33.0
2019-01-02,1046645,4378,BUY,861886.0,861886.0
2020-01-02,1046645,4378,SELL,861886.0,0.0
2017-02-28,1046653,4378,BUY,342925.0,342925.0
2017-03-31,1046653,4378,SELL,342925.0,0.0
2020-04-01,1046653,4378,BUY,335195.0,335195.0
2021-07-27,1046653,4378,SELL,335195.0,0.0
2020-03-31,1046669,4227,BUY,772.0,772.0
2021-04-30,1046669,4227,SELL,772.0,0.0
2020-03-31,1046676,4227,BUY,4733.0,4733.0
2021-02-01,1046676,4227,SELL,4733.0,0.0
2025-03-21,1046676,4227,BUY,4443.0,4443.0
2025-03-21,1046676,4377,BUY,11.0,11.0
2017-06-30,1046678,4378,BUY,912581.0,912581.0
2017-12-15,1046678,4378,SELL,912581.0,0.0
2017-02-28,1046679,4378,BUY,4567704.0,4567704.0
